image,class_label
casia/CASIA2/Au/Au_ani_30106.jpg,0
casia/CASIA2/Au/Au_ani_30107.jpg,0
casia/CASIA2/Au/Au_ani_30112.jpg,0
casia/CASIA2/Au/Au_ani_30113.jpg,0
casia/CASIA2/Au/Au_ani_30115.jpg,0
casia/CASIA2/Au/Au_ani_30121.jpg,0
casia/CASIA2/Au/Au_ani_30129.jpg,0
casia/CASIA2/Au/Au_ani_30133.jpg,0
casia/CASIA2/Au/Au_ani_30134.jpg,0
casia/CASIA2/Au/Au_ani_30136.jpg,0
casia/CASIA2/Au/Au_ani_30151.jpg,0
casia/CASIA2/Au/Au_ani_30158.jpg,0
casia/CASIA2/Au/Au_ani_30159.jpg,0
casia/CASIA2/Au/Au_ani_30162.jpg,0
casia/CASIA2/Au/Au_ani_30166.jpg,0
casia/CASIA2/Au/Au_ani_30185.jpg,0
casia/CASIA2/Au/Au_ani_30190.jpg,0
casia/CASIA2/Au/Au_ani_30196.jpg,0
casia/CASIA2/Au/Au_ani_30209.jpg,0
casia/CASIA2/Au/Au_ani_30210.jpg,0
casia/CASIA2/Au/Au_ani_30212.jpg,0
casia/CASIA2/Au/Au_ani_30215.jpg,0
casia/CASIA2/Au/Au_ani_30218.jpg,0
casia/CASIA2/Au/Au_ani_30219.jpg,0
casia/CASIA2/Au/Au_ani_30224.jpg,0
casia/CASIA2/Au/Au_ani_30227.jpg,0
casia/CASIA2/Au/Au_ani_30229.jpg,0
casia/CASIA2/Au/Au_ani_30231.jpg,0
casia/CASIA2/Au/Au_ani_30232.jpg,0
casia/CASIA2/Au/Au_ani_30236.jpg,0
casia/CASIA2/Au/Au_ani_30237.jpg,0
casia/CASIA2/Au/Au_ani_30238.jpg,0
casia/CASIA2/Au/Au_ani_30244.jpg,0
casia/CASIA2/Au/Au_ani_30251.jpg,0
casia/CASIA2/Au/Au_ani_30255.jpg,0
casia/CASIA2/Au/Au_ani_30258.jpg,0
casia/CASIA2/Au/Au_ani_30264.jpg,0
casia/CASIA2/Au/Au_ani_30268.jpg,0
casia/CASIA2/Au/Au_ani_30274.jpg,0
casia/CASIA2/Au/Au_ani_30276.jpg,0
casia/CASIA2/Au/Au_ani_30282.jpg,0
casia/CASIA2/Au/Au_ani_30283.jpg,0
casia/CASIA2/Au/Au_ani_30286.jpg,0
casia/CASIA2/Au/Au_ani_30288.jpg,0
casia/CASIA2/Au/Au_ani_30289.jpg,0
casia/CASIA2/Au/Au_ani_30290.jpg,0
casia/CASIA2/Au/Au_ani_30294.jpg,0
casia/CASIA2/Au/Au_ani_30301.jpg,0
casia/CASIA2/Au/Au_ani_30302.jpg,0
casia/CASIA2/Au/Au_ani_30303.jpg,0
casia/CASIA2/Au/Au_ani_30305.jpg,0
casia/CASIA2/Au/Au_ani_30310.jpg,0
casia/CASIA2/Au/Au_ani_30313.jpg,0
casia/CASIA2/Au/Au_ani_30322.jpg,0
casia/CASIA2/Au/Au_ani_30327.jpg,0
casia/CASIA2/Au/Au_ani_30330.jpg,0
casia/CASIA2/Au/Au_ani_30331.jpg,0
casia/CASIA2/Au/Au_ani_30333.jpg,0
casia/CASIA2/Au/Au_ani_30345.jpg,0
casia/CASIA2/Au/Au_ani_30347.jpg,0
casia/CASIA2/Au/Au_ani_30349.jpg,0
casia/CASIA2/Au/Au_ani_30350.jpg,0
casia/CASIA2/Au/Au_ani_30351.jpg,0
casia/CASIA2/Au/Au_ani_30353.jpg,0
casia/CASIA2/Au/Au_ani_30354.jpg,0
casia/CASIA2/Au/Au_ani_30355.jpg,0
casia/CASIA2/Au/Au_ani_30358.jpg,0
casia/CASIA2/Au/Au_ani_30362.jpg,0
casia/CASIA2/Au/Au_ani_30364.jpg,0
casia/CASIA2/Au/Au_ani_30367.jpg,0
casia/CASIA2/Au/Au_ani_30370.jpg,0
casia/CASIA2/Au/Au_ani_30371.jpg,0
casia/CASIA2/Au/Au_ani_30373.jpg,0
casia/CASIA2/Au/Au_ani_30378.jpg,0
casia/CASIA2/Au/Au_ani_30390.jpg,0
casia/CASIA2/Au/Au_ani_30398.jpg,0
casia/CASIA2/Au/Au_ani_30401.jpg,0
casia/CASIA2/Au/Au_ani_30407.jpg,0
casia/CASIA2/Au/Au_ani_30412.jpg,0
casia/CASIA2/Au/Au_ani_30413.jpg,0
casia/CASIA2/Au/Au_ani_30421.jpg,0
casia/CASIA2/Au/Au_ani_30427.jpg,0
casia/CASIA2/Au/Au_ani_30428.jpg,0
casia/CASIA2/Au/Au_ani_30429.jpg,0
casia/CASIA2/Au/Au_ani_30434.jpg,0
casia/CASIA2/Au/Au_ani_30437.jpg,0
casia/CASIA2/Au/Au_ani_30439.jpg,0
casia/CASIA2/Au/Au_ani_30445.jpg,0
casia/CASIA2/Au/Au_ani_30451.jpg,0
casia/CASIA2/Au/Au_ani_30454.jpg,0
casia/CASIA2/Au/Au_ani_30456.jpg,0
casia/CASIA2/Au/Au_ani_30458.jpg,0
casia/CASIA2/Au/Au_ani_30463.jpg,0
casia/CASIA2/Au/Au_ani_30466.jpg,0
casia/CASIA2/Au/Au_ani_30468.jpg,0
casia/CASIA2/Au/Au_ani_30472.jpg,0
casia/CASIA2/Au/Au_ani_30476.jpg,0
casia/CASIA2/Au/Au_ani_30481.jpg,0
casia/CASIA2/Au/Au_ani_30487.jpg,0
casia/CASIA2/Au/Au_ani_30496.jpg,0
casia/CASIA2/Au/Au_ani_30502.jpg,0
casia/CASIA2/Au/Au_ani_30504.jpg,0
casia/CASIA2/Au/Au_ani_30506.jpg,0
casia/CASIA2/Au/Au_ani_30512.jpg,0
casia/CASIA2/Au/Au_ani_30515.jpg,0
casia/CASIA2/Au/Au_ani_30521.jpg,0
casia/CASIA2/Au/Au_ani_30523.jpg,0
casia/CASIA2/Au/Au_ani_30524.jpg,0
casia/CASIA2/Au/Au_ani_30528.jpg,0
casia/CASIA2/Au/Au_ani_30533.jpg,0
casia/CASIA2/Au/Au_ani_30534.jpg,0
casia/CASIA2/Au/Au_ani_30536.jpg,0
casia/CASIA2/Au/Au_ani_30537.jpg,0
casia/CASIA2/Au/Au_ani_30538.jpg,0
casia/CASIA2/Au/Au_ani_30546.jpg,0
casia/CASIA2/Au/Au_ani_30549.jpg,0
casia/CASIA2/Au/Au_ani_30554.jpg,0
casia/CASIA2/Au/Au_ani_30557.jpg,0
casia/CASIA2/Au/Au_ani_30559.jpg,0
casia/CASIA2/Au/Au_ani_30562.jpg,0
casia/CASIA2/Au/Au_ani_30566.jpg,0
casia/CASIA2/Au/Au_ani_30573.jpg,0
casia/CASIA2/Au/Au_ani_30582.jpg,0
casia/CASIA2/Au/Au_ani_30583.jpg,0
casia/CASIA2/Au/Au_ani_30586.jpg,0
casia/CASIA2/Au/Au_ani_30591.jpg,0
casia/CASIA2/Au/Au_ani_30593.jpg,0
casia/CASIA2/Au/Au_ani_30594.jpg,0
casia/CASIA2/Au/Au_ani_30596.jpg,0
casia/CASIA2/Au/Au_ani_30602.jpg,0
casia/CASIA2/Au/Au_ani_30603.jpg,0
casia/CASIA2/Au/Au_ani_30610.jpg,0
casia/CASIA2/Au/Au_ani_30612.jpg,0
casia/CASIA2/Au/Au_ani_30617.jpg,0
casia/CASIA2/Au/Au_ani_30618.jpg,0
casia/CASIA2/Au/Au_ani_30621.jpg,0
casia/CASIA2/Au/Au_ani_30622.jpg,0
casia/CASIA2/Au/Au_ani_30624.jpg,0
casia/CASIA2/Au/Au_ani_30625.jpg,0
casia/CASIA2/Au/Au_ani_30628.jpg,0
casia/CASIA2/Au/Au_ani_30629.jpg,0
casia/CASIA2/Au/Au_ani_30630.jpg,0
casia/CASIA2/Au/Au_ani_30634.jpg,0
casia/CASIA2/Au/Au_ani_30637.jpg,0
casia/CASIA2/Au/Au_ani_30638.jpg,0
casia/CASIA2/Au/Au_ani_30640.jpg,0
casia/CASIA2/Au/Au_ani_30642.jpg,0
casia/CASIA2/Au/Au_ani_30649.jpg,0
casia/CASIA2/Au/Au_ani_30651.jpg,0
casia/CASIA2/Au/Au_ani_30652.jpg,0
casia/CASIA2/Au/Au_ani_30656.jpg,0
casia/CASIA2/Au/Au_ani_30659.jpg,0
casia/CASIA2/Au/Au_ani_30660.jpg,0
casia/CASIA2/Au/Au_ani_30665.jpg,0
casia/CASIA2/Au/Au_ani_30675.jpg,0
casia/CASIA2/Au/Au_ani_30677.jpg,0
casia/CASIA2/Au/Au_ani_30679.jpg,0
casia/CASIA2/Au/Au_ani_30680.jpg,0
casia/CASIA2/Au/Au_ani_30686.jpg,0
casia/CASIA2/Au/Au_ani_30688.jpg,0
casia/CASIA2/Au/Au_ani_30691.jpg,0
casia/CASIA2/Au/Au_ani_30694.jpg,0
casia/CASIA2/Au/Au_ani_30701.jpg,0
casia/CASIA2/Au/Au_ani_30703.jpg,0
casia/CASIA2/Au/Au_ani_30709.jpg,0
casia/CASIA2/Au/Au_ani_30710.jpg,0
casia/CASIA2/Au/Au_ani_30712.jpg,0
casia/CASIA2/Au/Au_ani_30713.jpg,0
casia/CASIA2/Au/Au_ani_30716.jpg,0
casia/CASIA2/Au/Au_ani_30726.jpg,0
casia/CASIA2/Au/Au_ani_30727.jpg,0
casia/CASIA2/Au/Au_ani_30728.jpg,0
casia/CASIA2/Au/Au_ani_30731.jpg,0
casia/CASIA2/Au/Au_ani_30734.jpg,0
casia/CASIA2/Au/Au_ani_30735.jpg,0
casia/CASIA2/Au/Au_ani_30739.jpg,0
casia/CASIA2/Au/Au_ani_30741.jpg,0
casia/CASIA2/Au/Au_ani_30747.jpg,0
casia/CASIA2/Au/Au_ani_30748.jpg,0
casia/CASIA2/Au/Au_ani_30751.jpg,0
casia/CASIA2/Au/Au_ani_30754.jpg,0
casia/CASIA2/Au/Au_ani_30762.jpg,0
casia/CASIA2/Au/Au_ani_30763.jpg,0
casia/CASIA2/Au/Au_ani_30766.jpg,0
casia/CASIA2/Au/Au_ani_30768.jpg,0
casia/CASIA2/Au/Au_ani_30769.jpg,0
casia/CASIA2/Au/Au_ani_30770.jpg,0
casia/CASIA2/Au/Au_ani_30774.jpg,0
casia/CASIA2/Au/Au_ani_30775.jpg,0
casia/CASIA2/Au/Au_ani_30777.jpg,0
casia/CASIA2/Au/Au_ani_30786.jpg,0
casia/CASIA2/Au/Au_ani_30794.jpg,0
casia/CASIA2/Au/Au_arc_00002.jpg,0
casia/CASIA2/Au/Au_arc_00007.jpg,0
casia/CASIA2/Au/Au_arc_00010.jpg,0
casia/CASIA2/Au/Au_arc_00019.jpg,0
casia/CASIA2/Au/Au_arc_00022.jpg,0
casia/CASIA2/Au/Au_arc_00025.jpg,0
casia/CASIA2/Au/Au_arc_00026.jpg,0
casia/CASIA2/Au/Au_arc_00029.jpg,0
casia/CASIA2/Au/Au_arc_00030.jpg,0
casia/CASIA2/Au/Au_arc_00031.jpg,0
casia/CASIA2/Au/Au_arc_00032.jpg,0
casia/CASIA2/Au/Au_arc_00040.jpg,0
casia/CASIA2/Au/Au_arc_00041.jpg,0
casia/CASIA2/Au/Au_arc_00044.jpg,0
casia/CASIA2/Au/Au_arc_00045.jpg,0
casia/CASIA2/Au/Au_arc_00046.jpg,0
casia/CASIA2/Au/Au_arc_00048.jpg,0
casia/CASIA2/Au/Au_arc_00052.jpg,0
casia/CASIA2/Au/Au_arc_00053.jpg,0
casia/CASIA2/Au/Au_arc_00058.jpg,0
casia/CASIA2/Au/Au_arc_00061.jpg,0
casia/CASIA2/Au/Au_arc_00068.jpg,0
casia/CASIA2/Au/Au_arc_00070.jpg,0
casia/CASIA2/Au/Au_arc_00074.jpg,0
casia/CASIA2/Au/Au_arc_00076.jpg,0
casia/CASIA2/Au/Au_arc_00084.jpg,0
casia/CASIA2/Au/Au_arc_00086.jpg,0
casia/CASIA2/Au/Au_arc_00087.jpg,0
casia/CASIA2/Au/Au_arc_00089.jpg,0
casia/CASIA2/Au/Au_arc_00099.jpg,0
casia/CASIA2/Au/Au_arc_00100.jpg,0
casia/CASIA2/Au/Au_arc_10103.jpg,0
casia/CASIA2/Au/Au_arc_10104.jpg,0
casia/CASIA2/Au/Au_arc_10109.jpg,0
casia/CASIA2/Au/Au_arc_10110.jpg,0
casia/CASIA2/Au/Au_arc_20002.jpg,0
casia/CASIA2/Au/Au_arc_20007.jpg,0
casia/CASIA2/Au/Au_arc_20016.jpg,0
casia/CASIA2/Au/Au_arc_20018.jpg,0
casia/CASIA2/Au/Au_arc_20019.jpg,0
casia/CASIA2/Au/Au_arc_20021.jpg,0
casia/CASIA2/Au/Au_arc_20023.jpg,0
casia/CASIA2/Au/Au_arc_20025.jpg,0
casia/CASIA2/Au/Au_arc_20027.jpg,0
casia/CASIA2/Au/Au_arc_20041.jpg,0
casia/CASIA2/Au/Au_arc_20045.jpg,0
casia/CASIA2/Au/Au_arc_20047.jpg,0
casia/CASIA2/Au/Au_arc_20048.jpg,0
casia/CASIA2/Au/Au_arc_20059.jpg,0
casia/CASIA2/Au/Au_arc_20061.jpg,0
casia/CASIA2/Au/Au_arc_20062.jpg,0
casia/CASIA2/Au/Au_arc_20063.jpg,0
casia/CASIA2/Au/Au_arc_20064.jpg,0
casia/CASIA2/Au/Au_arc_20067.jpg,0
casia/CASIA2/Au/Au_arc_20069.jpg,0
casia/CASIA2/Au/Au_arc_20074.jpg,0
casia/CASIA2/Au/Au_arc_20078.jpg,0
casia/CASIA2/Au/Au_arc_20079.jpg,0
casia/CASIA2/Au/Au_arc_20080.jpg,0
casia/CASIA2/Au/Au_arc_20098.jpg,0
casia/CASIA2/Au/Au_arc_20099.jpg,0
casia/CASIA2/Au/Au_arc_30002.jpg,0
casia/CASIA2/Au/Au_arc_30005.jpg,0
casia/CASIA2/Au/Au_arc_30010.jpg,0
casia/CASIA2/Au/Au_arc_30014.jpg,0
casia/CASIA2/Au/Au_arc_30017.jpg,0
casia/CASIA2/Au/Au_arc_30024.jpg,0
casia/CASIA2/Au/Au_arc_30031.jpg,0
casia/CASIA2/Au/Au_arc_30034.jpg,0
casia/CASIA2/Au/Au_arc_30035.jpg,0
casia/CASIA2/Au/Au_arc_30043.jpg,0
casia/CASIA2/Au/Au_arc_30052.jpg,0
casia/CASIA2/Au/Au_arc_30056.jpg,0
casia/CASIA2/Au/Au_arc_30057.jpg,0
casia/CASIA2/Au/Au_arc_30061.jpg,0
casia/CASIA2/Au/Au_arc_30064.jpg,0
casia/CASIA2/Au/Au_arc_30065.jpg,0
casia/CASIA2/Au/Au_arc_30067.jpg,0
casia/CASIA2/Au/Au_arc_30073.jpg,0
casia/CASIA2/Au/Au_arc_30078.jpg,0
casia/CASIA2/Au/Au_arc_30081.jpg,0
casia/CASIA2/Au/Au_arc_30083.jpg,0
casia/CASIA2/Au/Au_arc_30085.jpg,0
casia/CASIA2/Au/Au_arc_30086.jpg,0
casia/CASIA2/Au/Au_arc_30088.jpg,0
casia/CASIA2/Au/Au_arc_30089.jpg,0
casia/CASIA2/Au/Au_arc_30097.jpg,0
casia/CASIA2/Au/Au_arc_30102.jpg,0
casia/CASIA2/Au/Au_arc_30108.jpg,0
casia/CASIA2/Au/Au_arc_30114.jpg,0
casia/CASIA2/Au/Au_arc_30115.jpg,0
casia/CASIA2/Au/Au_arc_30117.jpg,0
casia/CASIA2/Au/Au_arc_30125.jpg,0
casia/CASIA2/Au/Au_arc_30129.jpg,0
casia/CASIA2/Au/Au_arc_30130.jpg,0
casia/CASIA2/Au/Au_arc_30132.jpg,0
casia/CASIA2/Au/Au_arc_30134.jpg,0
casia/CASIA2/Au/Au_arc_30135.jpg,0
casia/CASIA2/Au/Au_arc_30138.jpg,0
casia/CASIA2/Au/Au_arc_30140.jpg,0
casia/CASIA2/Au/Au_arc_30149.jpg,0
casia/CASIA2/Au/Au_arc_30152.jpg,0
casia/CASIA2/Au/Au_arc_30157.jpg,0
casia/CASIA2/Au/Au_arc_30159.jpg,0
casia/CASIA2/Au/Au_arc_30161.jpg,0
casia/CASIA2/Au/Au_arc_30162.jpg,0
casia/CASIA2/Au/Au_arc_30163.jpg,0
casia/CASIA2/Au/Au_arc_30175.jpg,0
casia/CASIA2/Au/Au_arc_30177.jpg,0
casia/CASIA2/Au/Au_arc_30181.jpg,0
casia/CASIA2/Au/Au_arc_30183.jpg,0
casia/CASIA2/Au/Au_arc_30185.jpg,0
casia/CASIA2/Au/Au_arc_30186.jpg,0
casia/CASIA2/Au/Au_arc_30187.jpg,0
casia/CASIA2/Au/Au_arc_30188.jpg,0
casia/CASIA2/Au/Au_arc_30192.jpg,0
casia/CASIA2/Au/Au_arc_30198.jpg,0
casia/CASIA2/Au/Au_arc_30202.jpg,0
casia/CASIA2/Au/Au_arc_30219.jpg,0
casia/CASIA2/Au/Au_arc_30223.jpg,0
casia/CASIA2/Au/Au_arc_30224.jpg,0
casia/CASIA2/Au/Au_arc_30226.jpg,0
casia/CASIA2/Au/Au_arc_30229.jpg,0
casia/CASIA2/Au/Au_arc_30231.jpg,0
casia/CASIA2/Au/Au_arc_30234.jpg,0
casia/CASIA2/Au/Au_arc_30242.jpg,0
casia/CASIA2/Au/Au_arc_30248.jpg,0
casia/CASIA2/Au/Au_arc_30251.jpg,0
casia/CASIA2/Au/Au_arc_30260.jpg,0
casia/CASIA2/Au/Au_arc_30261.jpg,0
casia/CASIA2/Au/Au_arc_30265.jpg,0
casia/CASIA2/Au/Au_arc_30269.jpg,0
casia/CASIA2/Au/Au_arc_30270.jpg,0
casia/CASIA2/Au/Au_arc_30276.jpg,0
casia/CASIA2/Au/Au_arc_30282.jpg,0
casia/CASIA2/Au/Au_arc_30286.jpg,0
casia/CASIA2/Au/Au_arc_30289.jpg,0
casia/CASIA2/Au/Au_arc_30291.jpg,0
casia/CASIA2/Au/Au_arc_30302.jpg,0
casia/CASIA2/Au/Au_arc_30311.jpg,0
casia/CASIA2/Au/Au_arc_30313.jpg,0
casia/CASIA2/Au/Au_arc_30318.jpg,0
casia/CASIA2/Au/Au_arc_30328.jpg,0
casia/CASIA2/Au/Au_arc_30343.jpg,0
casia/CASIA2/Au/Au_arc_30344.jpg,0
casia/CASIA2/Au/Au_arc_30348.jpg,0
casia/CASIA2/Au/Au_arc_30354.jpg,0
casia/CASIA2/Au/Au_arc_30363.jpg,0
casia/CASIA2/Au/Au_arc_30364.jpg,0
casia/CASIA2/Au/Au_arc_30367.jpg,0
casia/CASIA2/Au/Au_arc_30368.jpg,0
casia/CASIA2/Au/Au_arc_30369.jpg,0
casia/CASIA2/Au/Au_arc_30370.jpg,0
casia/CASIA2/Au/Au_arc_30371.jpg,0
casia/CASIA2/Au/Au_arc_30374.jpg,0
casia/CASIA2/Au/Au_arc_30387.jpg,0
casia/CASIA2/Au/Au_arc_30389.jpg,0
casia/CASIA2/Au/Au_arc_30394.jpg,0
casia/CASIA2/Au/Au_arc_30395.jpg,0
casia/CASIA2/Au/Au_arc_30396.jpg,0
casia/CASIA2/Au/Au_arc_30398.jpg,0
casia/CASIA2/Au/Au_arc_30404.jpg,0
casia/CASIA2/Au/Au_arc_30406.jpg,0
casia/CASIA2/Au/Au_arc_30408.jpg,0
casia/CASIA2/Au/Au_arc_30412.jpg,0
casia/CASIA2/Au/Au_arc_30416.jpg,0
casia/CASIA2/Au/Au_arc_30422.jpg,0
casia/CASIA2/Au/Au_arc_30427.jpg,0
casia/CASIA2/Au/Au_arc_30436.jpg,0
casia/CASIA2/Au/Au_arc_30439.jpg,0
casia/CASIA2/Au/Au_arc_30442.jpg,0
casia/CASIA2/Au/Au_arc_30444.jpg,0
casia/CASIA2/Au/Au_arc_30445.jpg,0
casia/CASIA2/Au/Au_arc_30446.jpg,0
casia/CASIA2/Au/Au_arc_30448.jpg,0
casia/CASIA2/Au/Au_arc_30452.jpg,0
casia/CASIA2/Au/Au_arc_30455.jpg,0
casia/CASIA2/Au/Au_arc_30465.jpg,0
casia/CASIA2/Au/Au_arc_30468.jpg,0
casia/CASIA2/Au/Au_arc_30478.jpg,0
casia/CASIA2/Au/Au_arc_30481.jpg,0
casia/CASIA2/Au/Au_arc_30488.jpg,0
casia/CASIA2/Au/Au_arc_30493.jpg,0
casia/CASIA2/Au/Au_arc_30495.jpg,0
casia/CASIA2/Au/Au_arc_30496.jpg,0
casia/CASIA2/Au/Au_arc_30498.jpg,0
casia/CASIA2/Au/Au_arc_30499.jpg,0
casia/CASIA2/Au/Au_arc_30500.jpg,0
casia/CASIA2/Au/Au_arc_30505.jpg,0
casia/CASIA2/Au/Au_arc_30509.jpg,0
casia/CASIA2/Au/Au_arc_30510.jpg,0
casia/CASIA2/Au/Au_arc_30512.jpg,0
casia/CASIA2/Au/Au_arc_30519.jpg,0
casia/CASIA2/Au/Au_arc_30522.jpg,0
casia/CASIA2/Au/Au_arc_30526.jpg,0
casia/CASIA2/Au/Au_arc_30530.jpg,0
casia/CASIA2/Au/Au_arc_30533.jpg,0
casia/CASIA2/Au/Au_arc_30536.jpg,0
casia/CASIA2/Au/Au_arc_30537.jpg,0
casia/CASIA2/Au/Au_arc_30541.jpg,0
casia/CASIA2/Au/Au_arc_30557.jpg,0
casia/CASIA2/Au/Au_arc_30558.jpg,0
casia/CASIA2/Au/Au_arc_30565.jpg,0
casia/CASIA2/Au/Au_arc_30572.jpg,0
casia/CASIA2/Au/Au_arc_30580.jpg,0
casia/CASIA2/Au/Au_arc_30586.jpg,0
casia/CASIA2/Au/Au_arc_30593.jpg,0
casia/CASIA2/Au/Au_arc_30597.jpg,0
casia/CASIA2/Au/Au_arc_30602.jpg,0
casia/CASIA2/Au/Au_arc_30603.jpg,0
casia/CASIA2/Au/Au_arc_30614.jpg,0
casia/CASIA2/Au/Au_arc_30617.jpg,0
casia/CASIA2/Au/Au_arc_30620.jpg,0
casia/CASIA2/Au/Au_arc_30622.jpg,0
casia/CASIA2/Au/Au_arc_30624.jpg,0
casia/CASIA2/Au/Au_arc_30625.jpg,0
casia/CASIA2/Au/Au_arc_30627.jpg,0
casia/CASIA2/Au/Au_arc_30628.jpg,0
